Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb
219,Marquess Wilson\WilsMa02,CHI,22,wr,7,6,32,17,53.1%,140,8.2,1,17,4.4,2.4,20.0,0
220,Bryce Brown\BrowBr02,BUF,23,rb,7,2,25,16,64.0%,176,11.0,0,40,7.0,2.3,25.1,1
221,Knile Davis\DaviKn00,KAN,23,rb,16,1,25,16,64.0%,147,9.2,1,70,5.9,1.0,9.2,4
222,Daniel Fells\FellDa00,NYG,31,TE,16,9,20,16,80.0%,188,11.8,4,27,9.4,1.0,11.8,1
223,Tre Mason\MasoTr00,STL,21,RB,12,9,26,16,61.5%,148,9.3,1,35,5.7,1.3,12.3,2
224,Dennis Pitta\PittDe00,BAL,29,te,3,3,21,16,76.2%,125,7.8,0,24,6.0,5.3,41.7,0
225,Dante Rosario\RosaDa00,CHI,30,fb/te,16,3,22,16,72.7%,116,7.3,0,22,5.3,1.0,7.3,1
226,Robert Turbin\TurbRo00,SEA,25,fb/rb,16,3,20,16,80.0%,186,11.6,2,34,9.3,1.0,11.6,1
227,Albert Wilson\WilsAl02,KAN,22,wr,12,2,28,16,57.1%,260,16.3,0,48,9.3,1.3,21.7,0
228,Donnie Avery\AverDo00,KAN,30,wr,6,3,26,15,57.7%,176,11.7,0,27,6.8,2.5,29.3,1
229,Alfred Blue\BlueAl00,HOU,23,rb,16,3,18,15,83.3%,113,7.5,1,22,6.3,0.9,7.1,0
230,Corey Fuller\FullCo00,DET,24,wr,16,2,31,14,45.2%,212,15.1,1,52,6.8,0.9,13.3,1
231,Ted Ginn\GinnTe00,ARI,29,,16,0,26,14,53.8%,190,13.6,0,27,7.3,0.9,11.9,3
232,Josh Hill\HillJo02,NOR,24,te,16,3,20,14,70.0%,176,12.6,5,37,8.8,0.9,11.0,0
233,Brandon Lloyd\LloyBr00,SFO,33,wr,14,3,35,14,40.0%,294,21.0,1,80,8.4,1.0,21.0,0
234,Lance Moore\MoorLa00,PIT,31,wr,14,2,26,14,53.8%,198,14.1,2,29,7.6,1.0,14.1,0
235,Jacob Tamme\TammJa00,DEN,29,,15,0,28,14,50.0%,109,7.8,2,26,3.9,0.9,7.3,1
236,Gary Barnidge\BarnGa01,CLE,29,te,13,2,25,13,52.0%,156,12.0,0,28,6.2,1.0,12.0,0
237,Brenton Bersin\BersBr00,CAR,24,wr,15,1,20,13,65.0%,151,11.6,1,29,7.6,0.9,10.1,3
238,Doug Martin\MartDo00,TAM,25,RB,11,11,20,13,65.0%,64,4.9,0,20,3.2,1.2,5.8,0
239,Logan Paulsen\PaulLo00,WAS,27,TE/wr,16,12,16,13,81.3%,78,6.0,1,16,4.9,0.8,4.9,1
240,Antone Smith\SmitAn01,ATL,29,,10,0,15,13,86.7%,222,17.1,3,74,14.8,1.3,22.2,1
241,Daniel Thomas\ThomDa03,MIA,27,,12,0,19,13,68.4%,121,9.3,0,25,6.4,1.1,10.1,1
242,Justin Brown\BrowJu00,PIT,23,wr,8,1,21,12,57.1%,94,7.8,0,18,4.5,1.5,11.8,1
243,Vincent Brown\BrowVi00,OAK,25,,7,0,21,12,57.1%,118,9.8,0,20,5.6,1.7,16.9,0
244,Cooper Helfet\HelfCo00,SEA,25,te,10,2,24,12,50.0%,185,15.4,2,36,7.7,1.2,18.5,0
245,Junior Hemingway\HemiJu00,KAN,26,wr,14,1,22,12,54.5%,108,9.0,0,17,4.9,0.9,7.7,0
246,Carlos Hyde\HydeCa00,SFO,24,,14,0,16,12,75.0%,68,5.7,0,16,4.3,0.9,4.9,1
247,Dontrelle Inman\InmaDo00,SDG,25,,7,0,17,12,70.6%,158,13.2,0,28,9.3,1.7,22.6,0
248,Rishard Matthews\MattRi00,MIA,25,,14,0,22,12,54.5%,135,11.3,2,23,6.1,0.9,9.6,1
249,Denarius Moore\MoorDe02,OAK,26,wr,10,2,27,12,44.4%,115,9.6,0,28,4.3,1.2,11.5,1
250,Austin Pettis\PettAu00,2TM,26,,9,0,17,12,70.6%,118,9.8,1,27,6.9,1.3,13.1,0
251,Mike Tolbert\TolbMi00,CAR,29,fb,8,6,17,12,70.6%,93,7.8,0,18,5.5,1.5,11.6,0
252,Chris Givens\GiveCh00,STL,25,,14,0,20,11,55.0%,159,14.5,1,47,8.0,0.8,11.4,0
253,Frank Gore\GoreFr00,SFO,31,RB,16,16,19,11,57.9%,111,10.1,1,55,5.8,0.7,6.9,2
254,Maurice Jones-Drew\DrewMa00,OAK,29,rb,12,1,16,11,68.8%,71,6.5,0,12,4.4,0.9,5.9,1
255,Ricardo Lockette\LockRi00,SEA,28,,16,0,15,11,73.3%,195,17.7,2,48,13.0,0.7,12.2,0
256,Bilal Powell\PoweBi00,NYJ,26,rb,15,1,15,11,73.3%,92,8.4,0,20,6.1,0.7,6.1,0
257,Stepfan Taylor\TaylSt00,ARI,23,rb,14,4,15,11,73.3%,79,7.2,3,18,5.3,0.8,5.6,0
258,Terrance West\WestTe00,CLE,23,rb,14,6,13,11,84.6%,64,5.8,1,11,4.9,0.8,4.6,2
259,Darrel Young\YounDa01,WAS,27,FB,16,10,14,11,78.6%,81,7.4,2,20,5.8,0.7,5.1,0
260,LeGarrette Blount\BlouLe00,2TM,28,,16,1,12,10,83.3%,54,5.4,0,13,4.5,0.6,3.4,1
261,Ed Dickson\DickEd00,CAR,27,fb/te/wr,16,10,17,10,58.8%,115,11.5,1,34,6.8,0.6,7.2,1
262,Crockett Gillmore\GillCr00,BAL,23,te,15,1,15,10,66.7%,121,12.1,1,22,8.1,0.7,8.1,0
263,Ryan Griffin\GrifRy00,HOU,24,te,16,2,16,10,62.5%,91,9.1,1,25,5.7,0.6,5.7,0
264,Ryan Hewitt\HewiRy00,CIN,23,fb/RB,16,11,15,10,66.7%,86,8.6,0,19,5.7,0.6,5.4,0
265,Peyton Hillis\HillPe00,NYG,28,,9,0,16,10,62.5%,87,8.7,0,26,5.4,1.1,9.7,0
266,Josh Morgan\MorgJo00,CHI,29,wr,14,7,19,10,52.6%,70,7.0,1,13,3.7,0.7,5.0,0
267,Santana Moss\MossSa00,WAS,35,,10,0,15,10,66.7%,116,11.6,0,19,7.7,1.0,11.6,0
268,Brandon Pettigrew\PettBr00,DET,29,TE,14,9,15,10,66.7%,70,7.0,0,13,4.7,0.7,5.0,0
269,Anthony Sherman\SherAn00,KAN,26,fb,16,6,14,10,71.4%,71,7.1,1,24,5.1,0.6,4.4,0
270,Eric Weems\WeemEr00,ATL,29,,16,0,11,10,90.9%,102,10.2,2,40,9.3,0.6,6.4,0
271,Montee Ball\BallMo00,DEN,24,rb,5,3,13,9,69.2%,62,6.9,0,16,4.8,1.8,12.4,1
272,Joe Banyard\BanyJo00,MIN,26,,15,0,11,9,81.8%,62,6.9,0,12,5.6,0.6,4.1,0
273,Derek Carrier\CarrDe00,SFO,24,te,11,1,14,9,64.3%,105,11.7,0,23,7.5,0.8,9.5,1
274,Isaiah Crowell\CrowIs00,CLE,21,rb,16,4,14,9,64.3%,87,9.7,0,19,6.2,0.6,5.4,3
275,Patrick DiMarco\DiMaPa00,ATL,25,fb,16,7,14,9,64.3%,62,6.9,1,16,4.4,0.6,3.9,0
276,Gavin Escobar\EscoGa00,DAL,23,te,16,1,13,9,69.2%,105,11.7,4,26,8.1,0.6,6.6,0
277,MarQueis Gray\GrayMa00,2TM,25,,13,5,11,9,81.8%,134,14.9,0,41,12.2,0.7,10.3,0
278,Rob Housler\HousRo01,ARI,26,te,15,7,17,9,52.9%,129,14.3,0,27,7.6,0.6,8.6,1
279,A.J. Jenkins\JenkA.00,KAN,25,wr,9,2,15,9,60.0%,93,10.3,0,27,6.2,1.0,10.3,1
280,Jacoby Jones\JoneJa03,BAL,30,,16,0,18,9,50.0%,131,14.6,0,31,7.3,0.6,8.2,4
281,Erik Lorig\LoriEr99,NOR,28,fb,10,6,10,9,90.0%,27,3.0,1,14,2.7,0.9,2.7,1
282,Ryan Mathews\MathRy00,SDG,27,rb,6,6,10,9,90.0%,69,7.7,0,16,6.9,1.5,11.5,1
283,Kevin Norwood\NorwKe00,SEA,25,wr,9,2,10,9,90.0%,102,11.3,0,31,10.2,1.0,11.3,0
284,Dane Sanzenbacher\SanzDa00,CIN,26,wr,10,1,15,9,60.0%,105,11.7,0,26,7.0,0.9,10.5,1
285,Rod Streater\StreRo00,OAK,26,wr,3,3,13,9,69.2%,84,9.3,1,17,6.5,3.0,28.0,0
286,Ben Tate\TateBe00,2TM,26,,11,6,12,9,75.0%,60,6.7,0,23,5.0,0.8,5.5,0
287,Anthony Dixon\DixoAn00,BUF,27,,16,0,9,8,88.9%,49,6.1,0,10,5.4,0.5,3.1,1
288,Cory Harkey\HarkCo00,STL,24,fb/TE,16,13,11,8,72.7%,55,6.9,1,21,5.0,0.5,3.4,0
289,Santonio Holmes\HolmSa00,CHI,30,wr,9,2,14,8,57.1%,67,8.4,0,15,4.8,0.9,7.4,1
290,Josh Huff\HuffJo00,PHI,23,,12,0,18,8,44.4%,98,12.3,0,44,5.4,0.7,8.2,1
291,Robert Hughes\HughRo00,ARI,25,fb/rb,16,4,12,8,66.7%,140,17.5,0,49,11.7,0.5,8.8,0
292,Tony Moeaki\MoeaTo00,SEA,27,te,6,2,13,8,61.5%,134,16.8,1,63,10.3,1.3,22.3,0
293,David Nelson\NelsDa01,NYJ,28,wr,6,5,16,8,50.0%,65,8.1,0,17,4.1,1.3,10.8,2
294,Silas Redd\ReddSi00,WAS,22,,15,0,10,8,80.0%,107,13.4,0,37,10.7,0.5,7.1,1
295,Khiry Robinson\RobiKh00,NOR,25,rb,10,3,11,8,72.7%,63,7.9,0,17,5.7,0.8,6.3,2
296,Greg Salas\SalaGr00,NYJ,26,wr,10,2,23,8,34.8%,167,20.9,0,51,7.3,0.8,16.7,0
297,Lorenzo Taliaferro\TaliLo00,BAL,23,,13,0,10,8,80.0%,114,14.3,0,29,11.4,0.6,8.8,1
298,Adam Thielen\ThieAd00,MIN,24,wr,16,2,13,8,61.5%,137,17.1,1,44,10.5,0.5,8.6,0
299,Mike Williams\WillMi04,BUF,27,,9,0,19,8,42.1%,142,17.8,1,80,7.5,0.9,15.8,0
300,Dri Archer\ArchDr00,PIT,23,,12,0,10,7,70.0%,23,3.3,0,15,2.3,0.6,1.9,0
301,Mike Brown\BrowMi00,JAX,25,wr,5,1,15,7,46.7%,88,12.6,0,17,5.9,1.4,17.6,1
302,Rex Burkhead\BurkRe00,CIN,24,,9,0,10,7,70.0%,49,7.0,0,15,4.9,0.8,5.4,0
303,Michael Campanaro\CampMi02,BAL,23,,4,0,9,7,77.8%,102,14.6,1,19,11.3,1.8,25.5,0
304,Chris Gragg\GragCh00,BUF,24,te/wr,10,5,10,7,70.0%,48,6.9,1,14,4.8,0.7,4.8,0
305,Ryan Grant\GranRy01,WAS,24,wr,16,2,15,7,46.7%,68,9.7,0,21,4.5,0.4,4.3,0
306,Marion Grice\GricMa00,ARI,23,,10,0,11,7,63.6%,29,4.1,0,15,2.6,0.7,2.9,0
307,Dwayne Harris\HarrDw00,DAL,27,,16,0,12,7,58.3%,116,16.6,0,56,9.7,0.4,7.3,4
308,Robert Meachem\MeacRo00,NOR,30,wr,11,2,20,7,35.0%,114,16.3,0,25,5.7,0.6,10.4,0
309,Lee Smith\SmitLe00,BUF,27,TE,14,10,8,7,87.5%,42,6.0,1,18,5.3,0.5,3.0,0
310,Luke Stocker\StocLu00,TAM,26,te/wr,13,7,11,7,63.6%,41,5.9,0,11,3.7,0.5,3.2,0
311,Will Ta'ufo'ou\TaufWi00,JAX,28,fb,16,4,8,7,87.5%,81,11.6,0,26,10.1,0.4,5.1,0
312,Chase Coffman\CoffCh00,TEN,28,te,13,3,14,6,42.9%,64,10.7,1,18,4.6,0.5,4.9,0
313,James Develin\DeveJa00,NWE,26,fb/rb,16,4,8,6,75.0%,43,7.2,0,13,5.4,0.4,2.7,1
314,Kris Durham\DurhKr00,TEN,26,,4,0,11,6,54.5%,54,9.0,0,14,4.9,1.5,13.5,0
315,Bruce Ellington\ElliBr00,SFO,23,,13,0,12,6,50.0%,62,10.3,2,20,5.2,0.5,4.8,1
316,Joseph Fauria\FaurJo00,DET,24,,7,0,12,6,50.0%,74,12.3,1,26,6.2,0.9,10.6,0
317,Virgil Green\GreeVi00,DEN,26,TE,13,9,6,6,100.0%,74,12.3,1,38,12.3,0.5,5.7,0
318,Jonathan Grimes\GrimJo01,HOU,25,,16,0,8,6,75.0%,86,14.3,0,31,10.8,0.4,5.4,0
319,Robert Herron\HerrRo00,TAM,22,,8,0,12,6,50.0%,58,9.7,1,16,4.8,0.8,7.3,0
320,Jerrel Jernigan\JernJe00,NYG,25,wr,2,1,9,6,66.7%,40,6.7,0,11,4.4,3.0,20.0,0
321,Will Johnson\JohnWi00,PIT,25,fb,16,5,9,6,66.7%,41,6.8,0,18,4.6,0.4,2.6,0
322,Brian Leonhardt\LeonBr01,OAK,24,te,12,3,8,6,75.0%,35,5.8,1,12,4.4,0.5,2.9,0
323,Greg Little\LittGr00,CIN,25,wr,6,1,12,6,50.0%,69,11.5,0,21,5.8,1.0,11.5,0
324,Keshawn Martin\MartKe01,HOU,24,,16,0,12,6,50.0%,78,13.0,0,32,6.5,0.4,4.9,0
325,Joe McKnight\McKnJo00,KAN,26,,2,0,7,6,85.7%,64,10.7,2,26,9.1,3.0,32.0,0
326,Zach Miller\MillZa01,SEA,29,te,3,3,7,6,85.7%,76,12.7,0,24,10.9,2.0,25.3,0
327,Chris Owusu\OwusCh00,2TM,24,,8,0,6,6,100.0%,78,13.0,1,36,13.0,0.8,9.8,0
328,Ace Sanders\SandAc00,JAX,23,,12,0,7,6,85.7%,55,9.2,0,24,7.9,0.5,4.6,2
329,Chris Thompson\ThomCh03,WAS,24,,2,0,7,6,85.7%,27,4.5,1,9,3.9,3.0,13.5,0
330,Zurlon Tipton\TiptZu01,IND,24,,6,0,6,6,100.0%,68,11.3,1,32,11.3,1.0,11.3,0
331,Bryan Walters\WaltBr00,SEA,27,,13,0,11,6,54.5%,57,9.5,0,17,5.2,0.5,4.4,0
332,Jackie Battle\BattJa00,TEN,31,fb,16,1,5,5,100.0%,28,5.6,0,12,5.6,0.3,1.8,0
333,Kevin Brock\BrocKe00,CIN,28,te,14,2,6,5,83.3%,21,4.2,0,10,3.5,0.4,1.5,0
334,Ronnie Brown\BrowRo05,2TM,33,,10,0,8,5,62.5%,44,8.8,0,24,5.5,0.5,4.4,0
335,Andre Caldwell\CaldAn00,DEN,29,wr,16,2,15,5,33.3%,47,9.4,0,15,3.1,0.3,2.9,0
336,Ka'Deem Carey\CareKa00,CHI,22,,14,0,6,5,83.3%,57,11.4,0,18,9.5,0.4,4.1,0
337,Jed Collins\CollJe01,DET,28,fb,16,2,6,5,83.3%,39,7.8,1,24,6.5,0.3,2.4,0
338,Orleans Darkwa\DarkOr00,2TM,22,,11,0,6,5,83.3%,48,9.6,0,17,8.0,0.5,4.4,0
339,Darren Fells\FellDa01,ARI,28,te,10,5,12,5,41.7%,71,14.2,0,24,5.9,0.5,7.1,0
340,Jeff Maehl\MaehJe00,PHI,25,,8,0,5,5,100.0%,46,9.2,0,15,9.2,0.6,5.8,0
341,Kevin Ogletree\OgleKe00,NYG,27,,7,0,9,5,55.6%,50,10.0,0,15,5.6,0.7,7.1,0
342,Jamize Olawale\OlawJa00,OAK,25,,16,0,6,5,83.3%,18,3.6,2,7,3.0,0.3,1.1,0
343,Darrin Reaves\ReavDa00,CAR,21,rb,6,1,8,5,62.5%,31,6.2,0,16,3.9,0.8,5.2,0
344,Adrien Robinson\RobiAd00,NYG,26,te,16,1,7,5,71.4%,50,10.0,1,29,7.1,0.3,3.1,0
345,Zach Sudfeld\SudfZa00,NYJ,25,fb/te,16,3,7,5,71.4%,85,17.0,0,38,12.1,0.3,5.3,0
346,Frank Summers\SummFr00,BUF,29,fb,10,6,8,5,62.5%,9,1.8,0,4,1.1,0.5,0.9,0
347,Brian Tyms\TymsBr00,NWE,25,wr,11,2,11,5,45.5%,82,16.4,1,43,7.5,0.5,7.5,0
348,Corey Washington\WashCo01,NYG,23,,14,0,8,5,62.5%,52,10.4,1,20,6.5,0.4,3.7,0
349,James White\WhitJa02,NWE,22,,3,0,5,5,100.0%,23,4.6,0,11,4.6,1.7,7.7,0
350,Fozzy Whittaker\WhitFo00,CAR,25,rb,10,1,6,5,83.3%,60,12.0,1,26,10.0,0.5,6.0,0
351,DeAngelo Williams\WillDe02,CAR,31,rb,6,6,6,5,83.3%,44,8.8,0,30,7.3,0.8,7.3,1
352,Danny Woodhead\WoodDa02,SDG,29,,3,0,6,5,83.3%,34,6.8,0,14,5.7,1.7,11.3,0
353,James Wright\WrigJa03,CIN,23,,11,0,16,5,31.3%,91,18.2,0,30,5.7,0.5,8.3,0
354,Seyi Ajirotutu\AjirSe00,SDG,27,wr,16,1,12,4,33.3%,45,11.3,0,17,3.8,0.3,2.8,0
355,C.J. Fiedorowicz\FiedC.00,HOU,23,TE,15,8,7,4,57.1%,28,7.0,1,9,4.0,0.3,1.9,0
356,Frankie Hammond\HammFr00,KAN,24,wr,16,3,11,4,36.4%,45,11.3,0,22,4.1,0.3,2.8,0
357,James Hanna\HannJa00,DAL,25,TE,16,12,6,4,66.7%,48,12.0,0,27,8.0,0.3,3.0,0
358,John Kuhn*+\KuhnJo00,GNB,32,fb,16,2,4,4,100.0%,23,5.8,0,9,5.8,0.3,1.4,0
359,Joe Morgan\MorgJo01,NOR,26,wr,5,2,10,4,40.0%,92,23.0,0,62,9.2,0.8,18.4,0
360,Joseph Randle\RandJo01,DAL,23,,16,0,5,4,80.0%,23,5.8,0,14,4.6,0.3,1.4,2
361,Stevan Ridley\RidlSt00,NWE,25,rb,6,5,5,4,80.0%,20,5.0,0,7,4.0,0.7,3.3,0
362,Russell Shepard\ShepRu00,TAM,24,,16,0,8,4,50.0%,63,15.8,0,23,7.9,0.3,3.9,0
363,Juwan Thompson\ThomJu01,DEN,22,,15,0,7,4,57.1%,25,6.3,0,14,3.6,0.3,1.7,1
364,Brandon Williams\WillBr04,CAR,27,,14,0,8,4,50.0%,44,11.0,0,16,5.5,0.3,3.1,0
365,Ray Agnew\AgneRa00,CLE,23,FB,12,9,9,3,33.3%,15,5.0,0,12,1.7,0.3,1.3,0
366,Jarrett Boykin\BoykJa00,GNB,25,wr,13,3,12,3,25.0%,23,7.7,0,11,1.9,0.2,1.8,0
367,James Casey\CaseJa00,PHI,30,te,16,2,3,3,100.0%,59,19.7,2,26,19.7,0.2,3.7,0
368,Aaron Dobson\DobsAa00,NWE,23,wr,4,1,5,3,60.0%,38,12.7,0,16,7.6,0.8,9.5,0
369,Tyler Eifert\EifeTy00,CIN,24,te,1,1,3,3,100.0%,37,12.3,0,20,12.3,3.0,37.0,0
370,T.J. Graham\GrahT.00,NYJ,25,,12,0,8,3,37.5%,87,29.0,1,67,10.9,0.3,7.3,0
371,Demetrius Harris\HarrDe03,KAN,23,te,8,3,5,3,60.0%,20,6.7,0,10,4.0,0.4,2.5,0
372,Darrius Heyward-Bey\HeywDa00,PIT,27,wr,16,1,5,3,60.0%,33,11.0,0,17,6.6,0.2,2.1,1
373,Michael Hoomanawanui\HoomMi00,NWE,26,TE,16,12,6,3,50.0%,44,14.7,0,23,7.3,0.2,2.8,0
374,Gator Hoskins\HoskHa00,2TM,23,,15,0,4,3,75.0%,21,7.0,0,14,5.3,0.2,1.4,0
375,Troy Niklas\NiklTr00,ARI,22,te,7,2,3,3,100.0%,38,12.7,0,17,12.7,0.4,5.4,0
376,Quinton Patton\PattQu00,SFO,24,,4,0,8,3,37.5%,44,14.7,0,35,5.5,0.8,11.0,1
377,Cedric Peerman\PeerCe00,CIN,28,,16,0,5,3,60.0%,27,9.0,0,17,5.4,0.2,1.7,1
378,Alfonso Smith\SmitAl22,SFO,27,,6,0,4,3,75.0%,11,3.7,0,5,2.8,0.5,1.8,0
379,Matt Spaeth\SpaeMa00,PIT,31,te/wr,15,8,4,3,75.0%,46,15.3,1,33,11.5,0.2,3.1,0
380,Phillip Supernaw\SupePh00,2TM,24,,8,1,3,3,100.0%,30,10.0,0,29,10.0,0.4,3.8,0
381,Fitzgerald Toussaint\TousFi00,BAL,24,,4,0,6,3,50.0%,27,9.0,0,15,4.5,0.8,6.8,0
382,J.J. Watt*+\WattJ.00,HOU,25,DE,16,16,3,3,100.0%,4,1.3,3,2,1.3,0.2,0.3,0
383,Trey Watts\WattTr00,STL,23,,14,0,4,3,75.0%,18,6.0,0,11,4.5,0.2,1.3,0
384,Antonio Andrews\AndrAn00,TEN,22,,4,0,2,2,100.0%,11,5.5,0,6,5.5,0.5,2.8,0
385,David Ausberry\AusbDa00,OAK,27,,6,0,4,2,50.0%,14,7.0,0,7,3.5,0.3,2.3,0
386,Tommy Bohanon\BohaTo00,NYJ,24,fb,4,2,2,2,100.0%,30,15.0,0,16,15.0,0.5,7.5,0
387,Brandon Bolden\BoldBr00,NWE,24,rb,16,2,6,2,33.3%,8,4.0,0,4,1.3,0.1,0.5,0
388,Brandon Bostick\BostBr00,GNB,25,,13,0,4,2,50.0%,3,1.5,1,2,0.8,0.2,0.2,0
389,Ryan Broyles\BroyRy00,DET,26,,5,0,5,2,40.0%,25,12.5,0,21,5.0,0.4,5.0,0
390,Garrett Celek\CeleGa00,SFO,26,te,3,1,2,2,100.0%,53,26.5,0,31,26.5,0.7,17.7,0
391,Derrick Coleman\ColeDe00,SEA,24,fb,5,1,2,2,100.0%,29,14.5,1,15,14.5,0.4,5.8,0
392,John Conner\ConnJo00,NYJ,27,fb,12,3,3,2,66.7%,35,17.5,1,26,11.7,0.2,2.9,0
393,Michael Cox\CoxxMi00,NYG,26,,4,0,3,2,66.7%,9,4.5,0,9,3.0,0.5,2.3,0
394,Jonathan Dwyer\DwyeJo00,ARI,25,,2,0,3,2,66.7%,8,4.0,0,5,2.7,1.0,4.0,0
395,Gabe Jackson\JackGa00,OAK,23,LG,13,12,2,2,100.0%,-5,-2.5,0,1,-2.5,0.2,-0.4,0
396,Nic Jacobs\JacoNi00,JAX,23,te,13,4,3,2,66.7%,16,8.0,1,14,5.3,0.2,1.2,0
397,Jeff Janis\JaniJe00,GNB,23,,3,0,2,2,100.0%,16,8.0,0,9,8.0,0.7,5.3,0
398,Austin Johnson\JohnAu00,NOR,25,fb,7,1,2,2,100.0%,15,7.5,1,13,7.5,0.3,2.1,0
399,Tavarres King\KingTa00,2TM,24,,2,0,3,2,66.7%,13,6.5,0,7,4.3,1.0,6.5,0
400,Cody Latimer\LatiCo00,DEN,22,,8,0,4,2,50.0%,23,11.5,0,14,5.8,0.3,2.9,0
401,Vance McDonald\McDoVa00,SFO,24,te,8,4,8,2,25.0%,30,15.0,0,21,3.8,0.3,3.8,1
402,Bear Pascoe\PascBe00,ATL,28,te,16,2,2,2,100.0%,3,1.5,1,2,1.5,0.1,0.2,0
403,Adrian Peterson\PeteAd01,MIN,29,rb,1,1,3,2,66.7%,18,9.0,0,9,6.0,2.0,18.0,0
404,Bernard Pierce\PierBe00,BAL,23,rb,13,2,6,2,33.3%,13,6.5,0,7,2.2,0.2,1.0,1
405,Chris Polk\PolkCh00,PHI,25,,14,0,3,2,66.7%,16,8.0,0,15,5.3,0.1,1.1,1
406,Craig Stevens\StevCr00,TEN,30,te,5,4,2,2,100.0%,26,13.0,0,20,13.0,0.4,5.2,0
407,Devin Street\StreDe00,DAL,23,,16,0,7,2,28.6%,18,9.0,0,9,2.6,0.1,1.1,0
408,Taylor Thompson\ThomTa00,TEN,25,te,3,1,4,2,50.0%,24,12.0,0,13,6.0,0.7,8.0,0
409,Griff Whalen\WhalGr00,IND,24,,10,0,3,2,66.7%,23,11.5,0,18,7.7,0.2,2.3,2
410,Kerwynn Williams\WillKe05,ARI,23,,5,0,6,2,33.3%,11,5.5,0,6,1.8,0.4,2.2,1
411,Isa Abdul-Quddus\AbduIs00,DET,25,db/ss,16,4,1,1,100.0%,3,3.0,0,3,3.0,0.1,0.2,0
412,Khalif Barnes\BarnKh20,OAK,32,lg/RT/t,14,13,1,1,100.0%,1,1.0,0,1,1.0,0.1,0.1,1
413,Antwon Blake\BlakAn00,PIT,24,lcb,16,1,1,1,100.0%,25,25.0,0,25,25.0,0.1,1.6,0
414,Cameron Brate\BratCa00,TAM,23,te,5,1,1,1,100.0%,17,17.0,0,17,17.0,0.2,3.4,0
415,Drew Brees*\BreeDr00,NOR,35,QB,16,16,1,1,100.0%,1,1.0,0,1,1.0,0.1,0.1,7
416,Anthony Castonzo\CastAn00,IND,26,LT,16,16,1,1,100.0%,1,1.0,1,1,1.0,0.1,0.1,0
417,Tyler Clutts\ClutTy00,DAL,30,fb,16,1,1,1,100.0%,1,1.0,0,1,1.0,0.1,0.1,0
418,Josh Cribbs\CribJo01,IND,31,,6,0,1,1,100.0%,8,8.0,0,8,8.0,0.2,1.3,3
419,Andy Dalton*\DaltAn00,CIN,27,QB,16,16,1,1,100.0%,18,18.0,1,18,18.0,0.1,1.1,4
420,Kevin Dorsey\DorsKe01,GNB,24,,3,0,2,1,50.0%,4,4.0,0,4,2.0,0.3,1.3,0
421,Marquise Goodwin\GoodMa00,BUF,24,,10,0,9,1,11.1%,42,42.0,0,42,4.7,0.1,4.2,1
422,Jonas Gray\GrayJo00,NWE,24,rb,8,3,3,1,33.3%,7,7.0,0,7,2.3,0.1,0.9,0
423,Shonn Greene\GreeSh00,TEN,29,rb,13,5,3,1,33.3%,13,13.0,0,13,4.3,0.1,1.0,1
424,DuJuan Harris\HarrDu01,GNB,26,,15,0,2,1,50.0%,11,11.0,0,11,5.5,0.1,0.7,0
425,Shaun Hill\HillSh00,STL,34,QB,9,8,1,1,100.0%,0,0.0,0,0,0.0,0.1,0.0,7
426,Mike James\JameMi00,TAM,23,,11,0,1,1,100.0%,-5,-5.0,0,-5,-5.0,0.1,-0.5,0
427,Marcel Jensen\JensMa01,JAX,24,,1,0,1,1,100.0%,8,8.0,0,8,8.0,1.0,8.0,0
428,David Johnson\JohnDa05,SDG,27,,14,2,,1,0.0%,4,4.0,0,4,,0.1,0.3,0
429,Storm Johnson\JohnSt03,JAX,22,rb,6,1,1,1,100.0%,-4,-4.0,0,-4,-4.0,0.2,-0.7,0
430,Karl Klug\KlugKa00,TEN,26,,16,0,1,1,100.0%,9,9.0,0,9,9.0,0.1,0.6,0
431,Jorvorskie Lane\LaneJo00,TAM,27,fb,9,4,1,1,100.0%,3,3.0,0,3,3.0,0.1,0.3,0
432,Brian Leonard\LeonBr00,NOR,30,,1,0,1,1,100.0%,15,15.0,0,15,15.0,1.0,15.0,0
433,Christine Michael\MichCh00,SEA,24,,10,0,2,1,50.0%,12,12.0,0,12,6.0,0.1,1.2,1
434,Knowshon Moreno\MoreKn00,MIA,27,,3,0,1,1,100.0%,8,8.0,0,8,8.0,0.3,2.7,0
435,Michael Palmer\PalmMi00,PIT,26,te,15,1,2,1,50.0%,1,1.0,1,1,0.5,0.1,0.1,0
436,Donald Penn\PennDo20,OAK,31,LT,16,16,1,1,100.0%,3,3.0,1,3,3.0,0.1,0.2,0
437,Senorise Perry\PerrSe00,CHI,23,,16,0,1,1,100.0%,-1,-1.0,0,-1,-1.0,0.1,-0.1,0
438,John Phillips\PhilJo00,SDG,27,te,16,1,1,1,100.0%,1,1.0,1,1,1.0,0.1,0.1,0
439,DeVier Posey\PoseDe00,HOU,24,wr,1,1,1,1,100.0%,30,30.0,0,30,30.0,1.0,30.0,0
440,Maurkice Pouncey*+\PounMa20,PIT,25,C,16,16,1,1,100.0%,0,0.0,0,0,0.0,0.1,0.0,0
